"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","protein modification process","GO:0036211","0.0053179963776074386","2.274251962827249","4196","362","114","17847","ARF4,PTPN1,CCNT1,FUT8,SOCS1,GLRX5,FKBP1C,PPP2CB,RYBP,SOCS3,GADD45A,RAPGEF2,NDFIP1,PSME3,B3GLCT,MAPRE3,RPN1,STRAP,RNF7,RAB1A,PPP1R15A,NOTCH1,SAMSN1,GCNT1,MYDGF,SIAH2,ETF1,P2RX7,ZDHHC16,UGCG,COPS2,IGF1,B3GNT5,NAA50,CSF1,SEMA7A,MAPK6,RAP1B,ST8SIA4,IL23A,SETD7,SDCBP,ERRFI1,GNL3L,RGCC,DUSP6,CSF2,ANKLE2,FYN,FXN,CRK,CCR1,CEACAM1,CD109,INSM1,SLAMF1,APLP2,RAB5A,LYN,CBFB,HEG1,RNF145,TESK1,PALD1,IFNG,ACVR1B,DUSP5,RPS6KA5,CSNK2A2,NFX1,TNF,EID1,TNFSF11,NACC2,LGALS3,TLR4,PTPRE,IL1A,RCAN1,CCL4L2,CRY1,KLHL11,CCL3L3,IL3,PDP2,WSB2,IL2,IL2RA,RNF157,FLT1,CEBPA,EYA3,PRDM4,OTUD7B,DCUN1D3,IL1RN,CD40LG,TBL1X,XCL2,RNF165,FBXW11,PAM,PRKD3,PRSS23,OTUD1,SNX9,TGFBR3,SLA,CCL4,DSTYK,CCL3,HBEGF,SPRY4,IGF2"
"GO:BP","positive regulation of response to external stimulus","GO:0032103","0.0053458627966802615","2.2719821917465803","640","362","27","17847","IL17D,PSME3,CSF1,IL23A,FYN,CCR1,CXCL8,LYN,CCR2,RPS6KA5,TNF,TNFSF11,LTA,CEBPB,CD226,POLR3C,TLR4,TNFSF14,ITGA2,IL2,IL1RL1,CEBPA,GRAMD4,XCL2,FBXW11,CCL4,CCL3"
"GO:BP","sphingolipid biosynthetic process","GO:0030148","0.0053458627966802615","2.2719821917465803","105","362","9","17847","VAPA,KDSR,P2RX7,UGCG,ST8SIA4,ELOVL6,TNF,SGPL1,PRKD3"
"GO:BP","regulation of epithelial cell differentiation","GO:0030856","0.005492368875498142","2.2602403026054247","153","362","11","17847","RUNX1,NOTCH1,RHEB,ERRFI1,CEACAM1,CD109,CBFB,IFNG,TNF,CEBPB,PTCH1"
"GO:BP","positive regulation of T cell differentiation","GO:0045582","0.005621146430243515","2.250175101236429","84","362","8","17847","SOCS1,RUNX1,IL23A,HLX,CBFB,IFNG,IL2,IL2RA"
"GO:BP","negative regulation of apoptotic signaling pathway","GO:2001234","0.005623119391138442","2.2500226953698155","233","362","14","17847","PTPN1,PSME3,SIAH2,IGF1,CTTN,CSF2,FYN,FXN,CSNK2A2,TNF,LGALS3,IL1A,EYA3,CTNNA1"
"GO:BP","leukocyte apoptotic process","GO:0071887","0.005648267026334803","2.248084779852421","106","362","9","17847","RAPGEF2,BCL2L11,P2RX7,LYN,LGALS3,IL2,IL2RA,PDCD1,IL10"
"GO:BP","positive regulation of interferon-gamma production","GO:0032729","0.005648267026334803","2.248084779852421","64","362","7","17847","IL23A,CCR2,TNF,LTA,CD226,TLR4,IL2"
"GO:BP","positive regulation of leukocyte apoptotic process","GO:2000108","0.005754819246156762","2.2399683126301064","30","362","5","17847","RAPGEF2,P2RX7,LYN,PDCD1,IL10"
"GO:BP","regulation of mononuclear cell migration","GO:0071675","0.005754923117209002","2.239960473944688","46","362","6","17847","CSF1,CCR1,LYN,CCR2,TNF,LGALS3"
"GO:BP","protein secretion","GO:0009306","0.005754923117209002","2.239960473944688","610","362","26","17847","SOCS1,RAB1A,ACSL4,NOTCH1,P2RX7,IGF1,GNPTAB,SRGN,RGCC,TNFRSF1B,LYN,ARF6,IFNG,TNF,RAB11FIP1,TLR4,IL1A,IL2,IL1RL1,IL1RAP,IL1RN,CD40LG,PAM,CCL3,CLECL1,IL10"
"GO:BP","response to other organism","GO:0051707","0.005767153638963682","2.2390384786800785","1536","362","51","17847","PTPN1,AEN,SOCS1,SOCS3,PSME3,RAB1A,BCL2L11,NOTCH1,P2RX7,CSF1,SEC61A1,IL23A,GZMA,CSF2,MTDH,TNFRSF1B,FYN,CRK,CEACAM1,SLAMF1,CXCL8,LYN,IFNG,RPS6KA5,PDE12,RAB27A,TNF,LTA,XPR1,CEBPB,CD226,LGALS3,POLR3C,TLR4,POLR3A,IL1A,CCL4L2,CCL3L3,IL2RA,PRDM1,IL1RAP,GRAMD4,IL1RN,XCL2,FBXW11,GZMB,IGHV1-3,FOSL1,CCL4,CCL3,IL10"
"GO:BP","establishment of protein localization to extracellular region","GO:0035592","0.005861365479289672","2.2320011977976906","611","362","26","17847","SOCS1,RAB1A,ACSL4,NOTCH1,P2RX7,IGF1,GNPTAB,SRGN,RGCC,TNFRSF1B,LYN,ARF6,IFNG,TNF,RAB11FIP1,TLR4,IL1A,IL2,IL1RL1,IL1RAP,IL1RN,CD40LG,PAM,CCL3,CLECL1,IL10"
"GO:BP","response to external biotic stimulus","GO:0043207","0.005908604979981593","2.228515043824491","1538","362","51","17847","PTPN1,AEN,SOCS1,SOCS3,PSME3,RAB1A,BCL2L11,NOTCH1,P2RX7,CSF1,SEC61A1,IL23A,GZMA,CSF2,MTDH,TNFRSF1B,FYN,CRK,CEACAM1,SLAMF1,CXCL8,LYN,IFNG,RPS6KA5,PDE12,RAB27A,TNF,LTA,XPR1,CEBPB,CD226,LGALS3,POLR3C,TLR4,POLR3A,IL1A,CCL4L2,CCL3L3,IL2RA,PRDM1,IL1RAP,GRAMD4,IL1RN,XCL2,FBXW11,GZMB,IGHV1-3,FOSL1,CCL4,CCL3,IL10"
"GO:BP","peptide secretion","GO:0002790","0.005942861406814923","2.2260043977844206","646","362","27","17847","SOCS1,RAB1A,ACSL4,NOTCH1,P2RX7,IGF1,GNPTAB,SRGN,RGCC,TNFRSF1B,LYN,ARF6,IFNG,TNF,TNFSF11,RAB11FIP1,TLR4,IL1A,IL2,IL1RL1,IL1RAP,IL1RN,CD40LG,PAM,CCL3,CLECL1,IL10"
"GO:BP","cell junction organization","GO:0034330","0.006066301850765752","2.2170759835966725","293","362","16","17847","PERP,RAPGEF2,RUNX1,LAMB3,RAP1B,CTTN,MTDH,RASSF8,CBFB,HEG1,ARF6,TNF,KIFC3,ITGA2,DLG5,CTNNA1"
"GO:BP","small GTPase mediated signal transduction","GO:0007264","0.006066301850765752","2.2170759835966725","579","362","25","17847","ARHGAP17,PPP2CB,RAPGEF2,RAB7A,RAB1A,NOTCH1,RHEB,SIAH2,IGF1,CSF1,RAP1B,SDCBP,OCRL,CRK,SRGAP2,RAB5A,LYN,HEG1,ARF6,RAB27A,CDC42EP3,ITGB1,ARHGAP21,RHOB,SPRY4"
"GO:BP","negative regulation of protein kinase activity","GO:0006469","0.006160952056954402","2.2103521707685383","236","362","14","17847","PTPN1,SOCS1,SOCS3,GADD45A,ERRFI1,DUSP6,CEACAM1,LYN,HEG1,TESK1,IFNG,DUSP5,CEBPA,SPRY4"
"GO:BP","placenta development","GO:0001890","0.0061664422040286935","2.2099653346397727","156","362","11","17847","SOCS3,CSF2,CITED2,TMED2,ALKBH1,CEBPB,PRDM1,CEBPA,FOSL1,IL10,IGF2"
"GO:BP","regulation of extrinsic apoptotic signaling pathway","GO:2001236","0.0061664422040286935","2.2099653346397727","156","362","11","17847","PSME3,SIAH2,IGF1,CTTN,CSF2,FYN,TNF,LGALS3,IL1A,EYA3,CTNNA1"
"GO:BP","response to stress","GO:0006950","0.006196054666246951","2.2078847592238926","4085","362","111","17847","ARF4,PTPN1,IL17D,AEN,GORASP2,FUT8,SOCS1,PPP2CB,SEC16A,EFHD1,SOCS3,APTX,GADD45A,PSME3,LONP1,RAB1A,HSPA13,PPP1R15A,BCL2L11,NOTCH1,SLC23A2,MYDGF,P2RX7,ZDHHC16,IL22,COPS2,IGF1,CSF1,SEMA7A,SEC61A1,IL23A,SETD7,SDCBP,ERRFI1,RGCC,DUSP6,CSF2,NAMPT,TNFRSF1B,CITED2,FYN,FXN,CRK,CCR1,CEACAM1,CD109,PLAU,PLEKHN1,H3F3B,SLAMF1,UPP1,RAB5A,CXCL8,LYN,CREB3L2,CCR2,IFNG,RPS6KA5,PDE12,RAB27A,NFX1,TNF,ALKBH1,TNFSF11,NACC2,TFEC,LTA,XPR1,ITGB1,CEBPB,CD226,LGALS3,POLR3C,TBL2,TLR4,POLR3A,IL1A,RCAN1,CCL4L2,ITGA2,TMEM33,CRY1,CDO1,CCL3L3,MIEF1,IL2,IL2RA,PRDM1,TTC5,IL1RL1,CEBPA,IL1RAP,EYA3,CTNNA1,GRAMD4,IL1RN,CD40LG,XCL2,HRH1,FBXW11,GZMB,PAM,RHOB,IGHV1-3,FOSL1,TGFBR3,CTLA4,CCL4,CCL3,HBEGF,IL10"
"GO:BP","regulation of extrinsic apoptotic signaling pathway in absence of ligand","GO:2001239","0.006225571346237433","2.20582078541588","47","362","6","17847","CSF2,FYN,TNF,IL1A,EYA3,CTNNA1"
"GO:BP","positive regulation of alpha-beta T cell differentiation","GO:0046638","0.006225571346237433","2.20582078541588","47","362","6","17847","SOCS1,RUNX1,IL23A,HLX,CBFB,IFNG"
"GO:BP","negative regulation of T cell differentiation","GO:0045581","0.006225571346237433","2.20582078541588","47","362","6","17847","SOCS1,RUNX1,HLX,CBFB,IL2,CTLA4"
"GO:BP","protein localization","GO:0008104","0.006251036229208711","2.204047984043952","2863","362","83","17847","ARF4,PTPN1,SLC27A2,B9D1,GORASP2,SOCS1,VAPA,SEC16A,RAPGEF2,NDFIP1,SNX5,RAB7A,MAPRE3,RAB1A,ARCN1,IFT57,PPP1R15A,TTC7B,BCL2L11,ACSL4,NOTCH1,SRP72,KIF1B,TGFBRAP1,P2RX7,IGF1,SEC61A1,GNPTAB,SRGN,SDCBP,CTTN,FAM83H,GNL3L,RGCC,TNFRSF1B,FYN,TMED2,PITRM1,RAB5A,LYN,HEG1,TESK1,ARF6,IFNG,CSNK2A2,RAB27A,ATP6V1B2,TNF,PPFIA1,PMPCA,NACC2,RILP,ITGB1,KIF3B,LGALS3,SNX8,SPCS2,RAB11FIP1,TLR4,BICD2,KDELR2,IL1A,RILPL1,ITGA2,DLG5,MIEF1,IL2,IL1RL1,IL1RAP,PICALM,CTNNA1,OTUD7B,RRBP1,IL1RN,CD40LG,GZMB,PAM,RHOB,PTCH1,SNX9,CCL3,CLECL1,IL10"
"GO:BP","regulation of protein serine/threonine kinase activity","GO:0071900","0.006522991680096016","2.1855531754083257","516","362","23","17847","PTPN1,CCNT1,GADD45A,RAPGEF2,MAPRE3,P2RX7,IGF1,RGCC,DUSP6,CRK,LYN,HEG1,TESK1,IFNG,DUSP5,TNF,TNFSF11,TLR4,FLT1,CEBPA,CD40LG,SPRY4,IGF2"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","0.006530541163191963","2.185050828763212","6346","362","160","17847","SPTY2D1,ARF4,PTPN1,FAM83G,CCNT1,SECISBP2L,FUT8,EIF5,SOCS1,PERP,PPP2CB,RYBP,SOCS3,GADD45A,RAPGEF2,NDFIP1,PSME3,PELO,RAB7A,MAPRE3,STRAP,SARS,RAB1A,RUNX1,IFT57,PPP1R15A,SUPV3L1,BCL2L11,NOTCH1,SAMSN1,KIF1B,GEMIN5,EAF1,MYDGF,TGFBRAP1,SIAH2,ETF1,P2RX7,COPS2,IGF1,TAF13,ZNF410,SPEN,CSF1,SEMA7A,MAPK6,RAP1B,IL23A,NUFIP1,SRA1,GZMA,SETD7,SDCBP,NSRP1,THAP3,ERRFI1,GNL3L,RGCC,DUSP6,CSF2,RASL11A,NAMPT,ANKLE2,MTDH,TNFRSF1B,CITED2,FYN,CRK,CCR1,CEACAM1,CD109,ZHX1,PLEKHN1,INSM1,TMED2,H3F3B,NR2F6,SLAMF1,HLX,APLP2,LYN,CBFB,GALR2,CREB3L2,HEG1,CCR2,TESK1,IFNG,ACVR1B,NFIL3,DUSP5,RPS6KA5,PDE12,CSNK2A2,RAB27A,NFX1,TNF,EID1,ALKBH1,TNFSF11,NACC2,TFEC,RILP,AGO2,CEBPB,LGALS3,POLR3C,TLR4,CITED4,LRPAP1,TNFSF14,SHC4,IL1A,RCAN1,CCL4L2,KLF9,ITGA2,FOSL2,CRY1,CTIF,CCL3L3,IL3,IL2,PRDM1,FLT1,TTC5,CEBPA,IL1RAP,EYA3,ZBED2,PRDM4,PICALM,OTUD7B,DCUN1D3,GRAMD4,LMO4,CD3EAP,IL1RN,CD40LG,TBL1X,XCL2,RNF165,FBXW11,PAM,NCOA2,FAM129B,CIART,PTCH1,FOSL1,SNX9,TGFBR3,CCL4,DSTYK,CCL3,CRIM1,HBEGF,IL10,SPRY4,MAF,IGF2"
"GO:BP","protein localization to extracellular region","GO:0071692","0.006650736762552464","2.177130241285278","618","362","26","17847","SOCS1,RAB1A,ACSL4,NOTCH1,P2RX7,IGF1,GNPTAB,SRGN,RGCC,TNFRSF1B,LYN,ARF6,IFNG,TNF,RAB11FIP1,TLR4,IL1A,IL2,IL1RL1,IL1RAP,IL1RN,CD40LG,PAM,CCL3,CLECL1,IL10"
"GO:BP","response to interleukin-1","GO:0070555","0.006709746390735767","2.1732938946127516","211","362","13","17847","PSME3,CXCL8,RPS6KA5,CEBPB,IL1A,CCL4L2,CCL3L3,IL1RAP,IL1RN,XCL2,FBXW11,CCL4,CCL3"
"GO:BP","regulation of growth","GO:0040008","0.006909909039369896","2.1605276695519566","689","362","28","17847","SOCS1,SOCS3,SUPV3L1,BCL2L11,NOTCH1,IGF1,CSF1,SEMA7A,SDCBP,CTTN,DUSP6,CITED2,FXN,CEACAM1,H3F3B,HLX,IFNG,ACVR1B,IL2,RNF157,EI24,DCUN1D3,SGPL1,PTCH1,TGFBR3,CRIM1,HBEGF,IGF2"
"GO:BP","positive regulation of chronic inflammatory response to antigenic stimulus","GO:0002876","0.006969088456114247","2.1568240231026437","2","362","2","17847","TNF,LTA"
"GO:BP","positive regulation of mononuclear cell proliferation","GO:0032946","0.006969088456114247","2.1568240231026437","134","362","10","17847","IGF1,CSF1,IL23A,CCR2,TLR4,IL2,IL2RA,CD40LG,CLECL1,IGF2"
"GO:BP","positive regulation of chemotaxis","GO:0050921","0.006969088456114247","2.1568240231026437","134","362","10","17847","CSF1,IL23A,CCR1,CXCL8,CCR2,TNFSF14,ITGA2,XCL2,CCL4,CCL3"
"GO:BP","epidermal growth factor catabolic process","GO:0007174","0.006969088456114247","2.1568240231026437","2","362","2","17847","SNX5,RAB7A"
"GO:BP","regulation of response to stress","GO:0080134","0.007031475084745112","2.15295355777325","1554","362","51","17847","PTPN1,IL17D,FUT8,SOCS1,EFHD1,SOCS3,GADD45A,PSME3,PPP1R15A,BCL2L11,IGF1,SEMA7A,IL23A,SDCBP,ERRFI1,NAMPT,TNFRSF1B,FYN,CRK,CEACAM1,CD109,PLAU,SLAMF1,LYN,CCR2,IFNG,RPS6KA5,TNF,TNFSF11,NACC2,LTA,CEBPB,CD226,POLR3C,TLR4,IL1A,ITGA2,TMEM33,CRY1,IL2,IL2RA,IL1RL1,CEBPA,EYA3,GRAMD4,IL1RN,CD40LG,FBXW11,CCL3,HBEGF,IL10"
"GO:BP","chemokine-mediated signaling pathway","GO:0070098","0.007031475084745112","2.15295355777325","88","362","8","17847","CCR1,CXCL8,CCR2,CCL4L2,CCL3L3,XCL2,CCL4,CCL3"
"GO:BP","regulation of protein kinase activity","GO:0045859","0.007058279486134056","2.1513011489113523","797","362","31","17847","PTPN1,CCNT1,SOCS1,SOCS3,GADD45A,RAPGEF2,MAPRE3,P2RX7,IGF1,CSF1,IL23A,ERRFI1,RGCC,DUSP6,FYN,CRK,CEACAM1,LYN,HEG1,TESK1,IFNG,DUSP5,TNF,TNFSF11,TLR4,FLT1,CEBPA,CD40LG,SNX9,SPRY4,IGF2"
"GO:BP","regulation of tumor necrosis factor biosynthetic process","GO:0042534","0.007148122353710815","2.1458080223266243","32","362","5","17847","ERRFI1,CCR2,IFNG,TLR4,IL10"
"GO:BP","tumor necrosis factor biosynthetic process","GO:0042533","0.007148122353710815","2.1458080223266243","32","362","5","17847","ERRFI1,CCR2,IFNG,TLR4,IL10"
"GO:BP","positive regulation of IRE1-mediated unfolded protein response","GO:1903896","0.007148122353710815","2.1458080223266243","8","362","3","17847","PTPN1,BCL2L11,TMEM33"
"GO:BP","nitrogen compound metabolic process","GO:0006807","0.007148122353710815","2.1458080223266243","10039","362","235","17847","GPT2,SPTY2D1,ARF4,PTPN1,FAM83G,CCNT1,AEN,SECISBP2L,FUT8,EIF5,SBDS,SOCS1,GLRX5,POP1,GLUD2,FKBP1C,VAPA,PERP,PPP2CB,MPP1,RYBP,SOCS3,APTX,GADD45A,RAPGEF2,NDFIP1,PSME3,SNX5,B3GLCT,LONP1,PELO,RAB7A,MAPRE3,RPN1,STRAP,SARS,MRPS18C,RNF7,RAB1A,HDC,RUNX1,IFT57,PPP1R15A,SUPV3L1,PISD,ENPP6,BCL2L11,ACSL4,NOTCH1,SLC23A2,SAMSN1,KCTD5,GEMIN5,EAF1,KDSR,GCNT1,MYDGF,TGFBRAP1,SIAH2,ETF1,P2RX7,ZDHHC16,UGCG,COPS2,NOP10,IGF1,UAP1,TAF13,B3GNT5,ZNF410,SPEN,NAA50,CSF1,SEMA7A,APOL4,MAPK6,RAP1B,ST8SIA4,IL23A,GNPTAB,NUFIP1,SRA1,GZMA,SRGN,SETD7,SDCBP,RNASEH1,NSRP1,THAP3,ERRFI1,GNL3L,RGCC,DUSP6,CSF2,RASL11A,NAMPT,ANKLE2,MTDH,TNFRSF1B,MRPL36,CITED2,FYN,FXN,IMP3,RPL7L1,CRK,CCR1,CEACAM1,CD109,PLAU,ZHX1,PLEKHN1,INSM1,TSEN34,H3F3B,NR2F6,SLAMF1,PITRM1,UPP1,HLX,APLP2,RAB5A,LYN,CBFB,GALR2,CREB3L2,HEG1,RNF145,CCR2,INTS10,ELOVL6,ARSB,TESK1,MAOA,PALD1,IFNG,ACVR1B,NFIL3,DUSP5,RPS6KA5,PRPF40B,PDE12,CSNK2A2,NUDT4,NFX1,TNF,EID1,PMPCA,ALKBH1,TNFSF11,NACC2,TFEC,RILP,AGO2,CTNS,ENDOD1,CEBPB,LGALS3,SPCS2,POLR3C,TLR4,SMOX,CITED4,PTPRE,POLR3A,TNFSF14,MYO1E,IL1A,RCAN1,CCL4L2,KLF9,PHLDA1,ITGA2,FOSL2,CRY1,KLHL11,GNPDA1,CTIF,CDO1,CCL3L3,SLC19A2,IL3,PDP2,WSB2,IL2,IL2RA,RNF157,ZC3H12C,PRDM1,FLT1,TTC5,CEBPA,IL1RAP,EYA3,ZBED2,PRDM4,PICALM,OTUD7B,RRBP1,DCUN1D3,GRAMD4,LMO4,CD3EAP,IL1RN,CHSY1,CD40LG,TBL1X,XCL2,RNF165,FBXW11,SGPL1,GZMB,PAM,CPD,NCOA2,PRKD3,FAM129B,PRSS23,CIART,PTCH1,TMEM2,FOSL1,OTUD1,SNX9,TGFBR3,SLA,CCL4,DSTYK,CCL3,CRIM1,HBEGF,IL10,SPRY4,MAF,IGF2"
"GO:BP","regulation of transferase activity","GO:0051338","0.007216488496264631","2.1416740763458875","981","362","36","17847","PTPN1,CCNT1,SOCS1,SOCS3,GADD45A,RAPGEF2,MAPRE3,RAB1A,P2RX7,IGF1,CSF1,IL23A,ERRFI1,RGCC,DUSP6,FYN,CRK,CEACAM1,LYN,HEG1,TESK1,IFNG,DUSP5,TNF,TNFSF11,TLR4,IL2,FLT1,CEBPA,DCUN1D3,LMO4,CD40LG,SNX9,DSTYK,SPRY4,IGF2"
"GO:BP","response to biotic stimulus","GO:0009607","0.0076424585851969755","2.116766906055476","1561","362","51","17847","PTPN1,AEN,SOCS1,SOCS3,PSME3,RAB1A,BCL2L11,NOTCH1,P2RX7,CSF1,SEC61A1,IL23A,GZMA,CSF2,MTDH,TNFRSF1B,FYN,CRK,CEACAM1,SLAMF1,CXCL8,LYN,IFNG,RPS6KA5,PDE12,RAB27A,TNF,LTA,XPR1,CEBPB,CD226,LGALS3,POLR3C,TLR4,POLR3A,IL1A,CCL4L2,CCL3L3,IL2RA,PRDM1,IL1RAP,GRAMD4,IL1RN,XCL2,FBXW11,GZMB,IGHV1-3,FOSL1,CCL4,CCL3,IL10"
"GO:BP","interferon-gamma production","GO:0032609","0.00809740709917804","2.091654025910658","113","362","9","17847","IL23A,CCR2,TNF,LTA,CD226,TLR4,IL2,IL1RL1,IL10"
"GO:BP","lymphocyte migration","GO:0072676","0.00809740709917804","2.091654025910658","113","362","9","17847","HSD3B7,CRK,CCR2,TNFSF14,CCL4L2,CCL3L3,XCL2,CCL4,CCL3"
"GO:BP","negative regulation of exocytosis","GO:0045920","0.008143303035912514","2.089199403549806","33","362","5","17847","RAB7A,NOTCH1,RAP1B,CEACAM1,CCR2"
"GO:BP","response to corticosteroid","GO:0031960","0.008259651543082351","2.0830382742424116","163","362","11","17847","BCL2L11,NOTCH1,IL22,ERRFI1,TNF,KLF9,CDO1,IL1RN,PAM,FOSL1,IL10"
"GO:BP","exosomal secretion","GO:1990182","0.008263849838579624","2.0828175829294766","19","362","4","17847","RAB7A,SDCBP,IFNG,RAB27A"
"GO:BP","response to growth factor","GO:0070848","0.008476524331640482","2.0717821870137265","736","362","29","17847","PTPN1,FAM83G,FUT8,RAPGEF2,PELO,STRAP,NOTCH1,KIF1B,TGFBRAP1,SDCBP,ERRFI1,DUSP6,TNFRSF1B,CITED2,FYN,CRK,CD109,CXCL8,ARF6,ACVR1B,FGFRL1,FLT1,RNF165,ITGB5,FAM129B,TGFBR3,DSTYK,IL10,SPRY4"
"GO:BP","positive regulation of growth","GO:0045927","0.008476524331640482","2.0717821870137265","275","362","15","17847","SUPV3L1,NOTCH1,IGF1,CSF1,SEMA7A,SDCBP,CTTN,FXN,H3F3B,HLX,IL2,RNF157,TGFBR3,HBEGF,IGF2"
"GO:BP","ossification","GO:0001503","0.008521379749254312","2.0694900802364176","398","362","19","17847","SBDS,NOTCH1,P2RX7,IGF1,CSF1,SEMA7A,SRGN,CCR1,H3F3B,CBFB,TNF,TNFSF11,CEBPB,CEBPA,RRBP1,CHSY1,PTCH1,CCL3,IGF2"
"GO:BP","positive regulation of cell population proliferation","GO:0008284","0.008631216561643132","2.063927986582377","955","362","35","17847","NOTCH1,MYDGF,IGF1,CSF1,IL23A,SDCBP,CSF2,NAMPT,FXN,INSM1,SLAMF1,HLX,LYN,CCR2,IFNG,TNF,NACC2,LTA,ITGB1,TLR4,SHC4,ITGA2,FOSL2,IL3,IL2,IL2RA,FLT1,CD40LG,FOSL1,TGFBR3,TNS3,CLECL1,HBEGF,IL10,IGF2"
"GO:BP","positive regulation of myeloid cell differentiation","GO:0045639","0.008989252676249617","2.0462764119454966","92","362","8","17847","RUNX1,CSF1,IL23A,CCR1,IFNG,ACVR1B,TNF,TNFSF11"
"GO:BP","negative regulation of cell death","GO:0060548","0.008989252676249617","2.0462764119454966","1032","362","37","17847","ARF4,PTPN1,SOCS3,PSME3,SUPV3L1,NOTCH1,MYDGF,SIAH2,IGF1,CSF1,CTTN,CSF2,ANKLE2,MTDH,TNFRSF1B,CITED2,FYN,FXN,PDE12,CSNK2A2,TNF,ALKBH1,ITGB1,CEBPB,LGALS3,LRPAP1,TNFSF14,IL1A,IL2,RNF157,EYA3,CTNNA1,CD40LG,PDCD1,FAM129B,DSTYK,IL10"
"GO:BP","regulation of transcription by RNA polymerase II","GO:0006357","0.009068130977872966","2.0424822156566056","2269","362","68","17847","ARF4,FAM83G,CCNT1,RYBP,PSME3,PELO,STRAP,SARS,RUNX1,NOTCH1,MYDGF,COPS2,IGF1,TAF13,ZNF410,SPEN,IL23A,NUFIP1,SRA1,THAP3,RGCC,NAMPT,MTDH,CITED2,CRK,ZHX1,INSM1,NR2F6,HLX,CBFB,GALR2,CREB3L2,IFNG,ACVR1B,NFIL3,RPS6KA5,NFX1,TNF,EID1,TNFSF11,NACC2,TFEC,AGO2,CEBPB,TLR4,CITED4,IL1A,KLF9,FOSL2,CRY1,IL2,PRDM1,TTC5,CEBPA,ZBED2,PRDM4,OTUD7B,LMO4,TBL1X,RNF165,PAM,NCOA2,PTCH1,FOSL1,TGFBR3,IL10,MAF,IGF2"
"GO:BP","macromolecule modification","GO:0043412","0.009118381000461636","2.0400822652881323","4407","362","117","17847","ARF4,PTPN1,CCNT1,FUT8,SOCS1,GLRX5,FKBP1C,PPP2CB,RYBP,SOCS3,GADD45A,RAPGEF2,NDFIP1,PSME3,B3GLCT,MAPRE3,RPN1,STRAP,RNF7,RAB1A,PPP1R15A,NOTCH1,SAMSN1,GCNT1,MYDGF,SIAH2,ETF1,P2RX7,ZDHHC16,UGCG,COPS2,NOP10,IGF1,B3GNT5,NAA50,CSF1,SEMA7A,MAPK6,RAP1B,ST8SIA4,IL23A,SETD7,SDCBP,ERRFI1,GNL3L,RGCC,DUSP6,CSF2,ANKLE2,FYN,FXN,CRK,CCR1,CEACAM1,CD109,INSM1,SLAMF1,APLP2,RAB5A,LYN,CBFB,HEG1,RNF145,TESK1,PALD1,IFNG,ACVR1B,DUSP5,RPS6KA5,CSNK2A2,NFX1,TNF,EID1,ALKBH1,TNFSF11,NACC2,LGALS3,TLR4,PTPRE,IL1A,RCAN1,CCL4L2,CRY1,KLHL11,CCL3L3,IL3,PDP2,WSB2,IL2,IL2RA,RNF157,FLT1,CEBPA,EYA3,PRDM4,OTUD7B,DCUN1D3,IL1RN,CD40LG,TBL1X,XCL2,RNF165,FBXW11,PAM,PRKD3,FAM129B,PRSS23,OTUD1,SNX9,TGFBR3,SLA,CCL4,DSTYK,CCL3,HBEGF,SPRY4,IGF2"
"GO:BP","interleukin-4 production","GO:0032633","0.009118381000461636","2.0400822652881323","34","362","5","17847","NOTCH1,CEBPB,IL1RAP,CD40LG,CLECL1"
"GO:BP","positive regulation of JNK cascade","GO:0046330","0.00917538562922477","2.037375673874247","140","362","10","17847","PTPN1,GADD45A,SDCBP,SLAMF1,TNF,TNFSF11,TLR4,IL1A,IL1RN,CD40LG"
"GO:BP","negative regulation of protein metabolic process","GO:0051248","0.009225865972028773","2.0349928588575077","1186","362","41","17847","PTPN1,SOCS1,RYBP,SOCS3,GADD45A,STRAP,PPP1R15A,SAMSN1,SIAH2,P2RX7,IGF1,SDCBP,ERRFI1,GNL3L,DUSP6,FYN,CEACAM1,CD109,PLEKHN1,INSM1,APLP2,LYN,HEG1,TESK1,IFNG,DUSP5,CSNK2A2,TNF,RILP,AGO2,LGALS3,TLR4,TNFSF14,CRY1,IL2,CEBPA,PICALM,CRIM1,HBEGF,IL10,SPRY4"
"GO:BP","cellular response to growth factor stimulus","GO:0071363","0.009486693058207698","2.0228851507825674","707","362","28","17847","PTPN1,FAM83G,FUT8,RAPGEF2,PELO,STRAP,NOTCH1,KIF1B,TGFBRAP1,SDCBP,ERRFI1,TNFRSF1B,CITED2,FYN,CRK,CD109,CXCL8,ARF6,ACVR1B,FGFRL1,FLT1,RNF165,ITGB5,FAM129B,TGFBR3,DSTYK,IL10,SPRY4"
"GO:BP","receptor metabolic process","GO:0043112","0.00969454425398745","2.0134726025348044","194","362","12","17847","PTPN1,FUT8,SDCBP,CEACAM1,RAB5A,CXCL8,IFNG,TNF,ITGB1,LRPAP1,PICALM,IL10"
"GO:BP","negative regulation of CD4-positive, alpha-beta T cell differentiation","GO:0043371","0.00969454425398745","2.0134726025348044","20","362","4","17847","RUNX1,HLX,CBFB,IL2"
